country,year,n_hours_expected,n_hours_with_price,n_hours_with_load,n_hours_with_vre,n_hours_with_must_run,missing_share_price,missing_share_load,missing_share_generation,missing_share_net_position,load_net_mode,must_run_mode,entsoe_code_used,data_version_hash,load_total_twh,load_net_twh,gen_solar_twh,gen_wind_on_twh,gen_wind_off_twh,gen_vre_twh,gen_primary_twh,gen_must_run_twh,exports_twh,vre_penetration_pct_gen,pv_penetration_pct_gen,wind_penetration_pct_gen,vre_penetration_proxy,baseload_price_eur_mwh,peakload_price_eur_mwh,offpeak_price_eur_mwh,capture_rate_pv_eur_mwh,capture_rate_wind_eur_mwh,capture_ratio_pv,capture_ratio_wind,capture_price_pv_eur_mwh,capture_price_wind_eur_mwh,capture_ratio_pv_vs_baseload,capture_ratio_wind_vs_baseload,capture_ratio_pv_vs_ttl,capture_ratio_wind_vs_ttl,h_negative_obs,h_below_5_obs,days_spread_50_obs,days_spread_gt50,avg_daily_spread_obs,max_daily_spread_obs,surplus_twh,surplus_unabsorbed_twh,sr_energy_share_load,sr_energy_share_gen,sr_energy,sr_hours,far_observed,far_energy,ir_p10,ir_mean,ttl_price_based_eur_mwh,ttl_eur_mwh,tca_ccgt_median_eur_mwh,tca_method,h_regime_a,h_regime_b,h_regime_c,h_regime_d,regime_coherence,nrl_price_corr,completeness,quality_flag,h_negative,h_below_5,sr_hours_share,stage2_market_score,flag_h_negative_stage2,flag_h_below_5_stage2,flag_capture_stage2,flag_days_spread_stage2,signal_low_price,signal_value,signal_physical,flag_non_capture_stage2,flag_capture_only_stage2,is_stage1_criteria,is_phase2_market,is_phase2_physical,phase_market,stress_phys_state,quality_ok,flag_sr_stress,flag_far_tension,flag_ir_high,p10_load_mw,p10_must_run_mw,p50_load_mw,p50_must_run_mw
DE,2018,8760,8760,8750,8760,8760,0.0,0.0011415525114155,0.0,0.0001141552511415,minus_psh_pump,observed,"DE_AT_LU,DE_LU",d09251118754e4daccbc432c71f13ae370edd44e7a89e70648f6c5593e7047bf,559.9527225899999,546.468202485,42.53518894,93.8429561475,19.0654565625,155.44360164999998,575.9773977325,205.2173406475,34.114891,0.2698779539994941,0.0738487119589274,0.1960292420405667,0.2844513202106516,44.47275456621005,52.1181577266922,40.218063255152806,43.77257363689873,38.17753675887097,0.9842559576949768,0.8584477649576012,43.77257363689873,38.17753675887097,0.9842559576949768,0.8584477649576012,0.6027951641084436,0.525745521081731,133,232,38,38,32.14734972677596,99.53,1.0689941175000002,0.0,0.001956187226702,0.0018559653932748,0.0018559653932748,0.0325342465753424,1.0,1.0,0.4059062367977894,0.3751052180982559,72.61599999999999,72.61599999999999,,none,0,285,7628,847,0.9843607305936072,0.7143395206268766,0.9988584474885844,OK,133.0,232.0,0.0325342465753424,3,False,False,True,False,False,True,False,0,True,False,False,False,uncertain,pas_de_surplus_structurel,True,False,False,False,,,,
DE,2019,8760,8759,8759,8760,8760,0.0001141552511415,0.0001141552511415,0.0,0.0001141552511415,minus_psh_pump,observed,"DE_AT_LU,DE_LU",6b1885d2f025c19044eb8b2114907646d0a46055c4e549b3cb8cf747514b1f18,502.4789179925,491.506586445,41.83308617,99.9897749475,24.3804648275,166.203325945,515.6919337375,156.9665405575,34.1900773,0.3222918860499408,0.0811203034858677,0.2411715825640731,0.3381507603939266,37.669692887315904,44.45564814814815,33.892615958770214,34.906182773392544,32.78952818581776,0.926638368882113,0.8704485137137555,34.906182773392544,32.78952818581776,0.926638368882113,0.8704485137137555,0.5957093107616995,0.5595864595845751,211,335,31,31,29.95035519125683,117.32,1.27199858,0.0348077224999999,0.0025879583612504,0.0024665861472393,0.0024665861472393,0.0399543378995433,0.9726354077376408,0.9726354077376408,0.3020039544090348,0.3193215031721746,58.596,58.596,,none,8,342,7569,841,0.9982874757392396,0.8187692611447057,0.9997716894977168,OK,211.0,335.0,0.0399543378995433,4,True,False,True,False,True,True,False,1,False,False,True,False,phase2,pas_de_surplus_structurel,True,False,False,False,,,,
DE,2020,8784,8783,8783,8784,8784,0.0001138433515482,0.0001138433515482,0.0,0.0001138433515482,minus_psh_pump,observed,"DE_AT_LU,DE_LU",a7cab4363eb99fae2c73215fa1f13fa3261829e9946ac6fa91f6de4b6830b3aa,490.2538991575,477.6356876425001,45.93743737,103.4146983125,26.88256224,176.2346979225,493.9259458325,138.029930155,21.1321214,0.3568038881323814,0.0930047059839579,0.2637991821484234,0.3689730530655152,30.47081976545599,37.464856870229006,26.57132470296152,24.511203174738068,25.24537518940176,0.8044156134757428,0.8285098787536335,24.511203174738068,25.24537518940176,0.8044156134757428,0.8285098787536335,0.4419259738163702,0.4551627651813639,298,598,42,42,32.382179836512265,164.57999999999998,0.8798671800000001,0.0,0.0018421303155608,0.0017813746927527,0.0017813746927527,0.030851548269581,1.0,1.0,0.254416125535358,0.2889528984870114,55.4645,55.4645,,none,0,271,7661,852,0.9995445747466696,0.7943725226201258,0.9997723132969034,OK,298.0,598.0,0.030851548269581,5,True,True,True,False,True,True,False,1,False,False,True,False,phase2,pas_de_surplus_structurel,True,False,False,False,,,,
DE,2021,8760,8759,8759,8760,8760,0.0001141552511415,0.0001141552511415,0.0,0.0001141552511415,minus_psh_pump,observed,"DE_AT_LU,DE_LU",08c9fdcad24ab9af3184de28e095a15f6393e683a1028e3c18c87608cb7ca633,509.6973813775,499.1862087075,46.4220778,89.86921309,24.0098839125,160.3011748025,504.186187665,150.0659387725,23.4870805,0.3179404329676125,0.0920732835125672,0.2258671494550452,0.3211250070741218,96.86022947825094,115.51968071519796,86.47433979029678,75.45790652091513,83.19114655913475,0.7790391053931841,0.8588782724060605,75.45790652091513,83.19114655913475,0.7790391053931841,0.8588782724060605,0.3017290382106689,0.3326514847317302,139,248,202,202,80.08633879781421,351.21000000000004,0.72547869,0.0,0.0014533227828517,0.0014389102830441,0.0014389102830441,0.0244292237442922,1.0,1.0,0.284579911370024,0.3005868458306974,250.085,250.085,,none,0,214,7691,855,0.9704304144308712,0.5173371335649842,0.9997716894977168,OK,139.0,248.0,0.0244292237442922,4,False,False,True,True,False,True,False,0,True,False,False,False,uncertain,pas_de_surplus_structurel,True,False,False,False,,,,
DE,2022,8760,8759,8759,8760,8760,0.0001141552511415,0.0001141552511415,0.0,0.0001141552511415,minus_psh_pump,observed,"DE_AT_LU,DE_LU",d2d97d1ce7bee1bfcce2ac2adeafececfcff7195165c70c4d2b8bd14d851763f,487.2505439075,473.6585899075,55.987503705,101.2674993075,24.7436552725,181.998658285,490.9224705575,152.84826037,28.8383439,0.3707279034881398,0.1140455103662695,0.2566823931218703,0.384240172484874,235.4667222285649,267.3603493589744,217.82031033871252,222.2697802958073,173.5038161884555,0.9439541103394328,0.7368506876315086,222.2697802958073,173.5038161884555,0.9439541103394328,0.7368506876315086,0.427631029678141,0.3338088311915953,69,161,358,358,186.4810382513661,687.46,3.9815930525,0.0,0.0084060399987205,0.0081104314658451,0.0081104314658451,0.0992009132420091,1.0,1.0,0.3303288814071253,0.322660277243778,519.77,519.77,,none,0,869,7102,789,0.9316131978536364,0.5921283955916561,0.9997716894977168,OK,69.0,161.0,0.0992009132420091,4,False,False,True,True,False,True,True,1,False,False,True,False,phase2,pas_de_surplus_structurel,True,False,False,False,,,,
DE,2023,8760,8759,8759,8760,8760,0.0001141552511415,0.0001141552511415,0.0,0.0001141552511415,minus_psh_pump,observed,"DE_AT_LU,DE_LU",665add90b6dbd1e6064d153dc4fc9879ade96a1336b5746ce7f0ed15e4701e76,463.039837155,450.3663811675,55.798730455,119.46608692750002,23.5168147175,198.7816321,444.473392015,128.784043015,16.7474867,0.4472295432552947,0.1255389669155199,0.3216905763397747,0.441377599244179,95.1827480305971,106.2381314102564,89.06591948927115,72.18210511017934,79.91071132318326,0.7583528171195051,0.8395503699630048,72.18210511017934,79.91071132318326,0.7583528171195051,0.8395503699630048,0.4247505302470244,0.4702289709496485,300,530,340,340,97.58131147540983,594.9,6.0900480275,0.0453217525,0.0135224303637242,0.0137017156412694,0.0137017156412694,0.1299086757990867,0.9925580632048636,0.9925580632048636,0.2534351283923276,0.2859213010225441,169.94,169.94,,none,46,1092,6859,763,0.9554743692202308,0.8425914461889957,0.9997716894977168,OK,300.0,530.0,0.1299086757990867,8,True,True,True,True,True,True,True,2,False,False,True,False,phase2,surplus_present_mais_absorbe,True,True,False,False,,,,
DE,2024,8784,8783,8783,8784,8784,0.0001138433515482,0.0001138433515482,0.0,0.0001138433515482,minus_psh_pump,observed,"DE_AT_LU,DE_LU",b93be6909a4bd71719b1711c2cd72a4765db54dc541bc67c20b93bca4544aa88,470.357313537993,457.307284095493,63.44404522,112.996908715,25.661745662500003,202.1026995975,428.492190735,123.1954464575,11.7971791,0.471660170167465,0.1480634807163541,0.323596689451111,0.4419406963902585,78.51545827166116,87.85491730279898,73.30828338357865,46.22796099131209,65.83122843523844,0.5887752808034911,0.838449266989748,46.22796099131209,65.83122843523844,0.5887752808034911,0.838449266989748,0.3127631743940469,0.4453924321588475,457,756,315,315,110.90152588555858,828.93,6.656885419468001,0.0628905475,0.0145567010432266,0.0155356049967896,0.0155356049967896,0.1164617486338797,0.9905525567082653,0.9905525567082653,0.2383825230901549,0.2693624741154518,147.80499999999995,147.80499999999995,,none,57,966,6985,776,0.9806444267334624,0.7988162259598485,0.9997723132969034,OK,457.0,756.0,0.1164617486338797,8,True,True,True,True,True,True,True,2,False,False,True,False,phase2,surplus_present_mais_absorbe,True,True,False,False,,,,
ES,2018,8760,8759,8757,8760,8760,0.0001141552511415,0.0003424657534246,0.0,0.0001141552511415,minus_psh_pump,observed,ES,59edc76cd36a1fb56d32cc9a61fc9bedb32352778ce036ae583b0da40541c2fd,254.516312,251.148938,12.023741,48.902871,0.0,60.926612,246.072839,66.932674,1.6264807,0.2475958429528258,0.0488625280582063,0.1987333148946194,0.2425915573650564,57.30006279255623,61.49363026819923,54.96591434156745,59.342028861067455,53.09425838495249,1.0356363670298891,0.926600352554062,59.342028861067455,53.09425838495249,1.0356363670298891,0.926600352554062,0.8028523535604548,0.7183247880638646,0,57,5,5,18.345327868852458,63.3,0.072822,0.0,0.0002899554367217,0.0002959367652924,0.0002959367652924,0.0098173515981735,1.0,1.0,0.3089813620268453,0.2664146318284247,73.914,73.914,,none,0,86,7806,868,0.9923507249686038,0.743452289193609,0.9995433789954338,OK,0.0,57.0,0.0098173515981735,0,False,False,False,False,False,False,False,0,False,False,False,False,uncertain,pas_de_surplus_structurel,True,False,False,False,,,,
ES,2019,8760,8759,8759,8760,8760,0.0001141552511415,0.0001141552511415,0.0,0.0001141552511415,minus_psh_pump,observed,ES,57d9b3841908e0cac77f77bf02bcdfd2a8a7645f4917b38eac43d3792e51918a,249.964346,246.74796,14.421334,52.346548,0.0,66.767882,246.324252,67.57312,2.5393688,0.271056875065635,0.058546139419516,0.212510735646119,0.2705914245451107,47.67961867793127,51.243438697318005,45.69598898169539,48.57853958864,45.65081383781028,1.0188533578001284,0.9574492226159512,48.57853958864,45.65081383781028,1.0188533578001284,0.9574492226159512,0.7557921367349668,0.7102421445011323,0,69,2,2,16.83762295081967,55.23,0.109492,0.0,0.0004437402440936,0.0004445035318731,0.0004445035318731,0.0106164383561643,1.0,1.0,0.3036748524442235,0.2738235654451448,64.275,64.275,,none,0,93,7800,867,0.9932640712410092,0.7041166167477712,0.9997716894977168,OK,0.0,69.0,0.0106164383561643,1,False,False,True,False,False,True,False,0,True,False,False,False,uncertain,pas_de_surplus_structurel,True,False,False,False,,,,
ES,2020,8784,8783,8783,8784,8784,0.0001138433515482,0.0001138433515482,0.0,0.0001138433515482,minus_psh_pump,observed,ES,2a11bf132af5390284b3a95781cc63e9e48366a5967c4390a59d8fa1aae57d07,237.904532,233.058185,20.030933,53.148687,0.0,73.17962,238.656838,69.740548,5.5799319,0.3066311471033568,0.0839319466723178,0.222699200431039,0.3139972106107322,33.95808038255721,37.37387722646311,32.05361766270615,32.896135604866735,32.37432130900995,0.9687277736041888,0.9533613485890452,32.896135604866735,32.37432130900995,0.9687277736041888,0.9533613485890452,0.6308225743051842,0.6208161637840369,0,60,0,0,16.82008174386921,49.49,0.833753,0.001627,0.0035774456923707,0.0034935223603356,0.0034935223603356,0.0466757741347905,0.9980485827337352,0.9980485827337352,0.3269469791129838,0.2992068633087349,52.14799999999999,52.14799999999999,,none,1,409,7536,838,0.9945348969600364,0.738484478902048,0.9997723132969034,OK,0.0,60.0,0.0466757741347905,3,False,False,True,False,False,True,False,0,True,False,False,False,uncertain,pas_de_surplus_structurel,True,False,False,False,,,,
ES,2021,8760,8759,8759,8760,8760,0.0001141552511415,0.0001141552511415,0.0,0.0001141552511415,minus_psh_pump,observed,ES,91e8ccdd3850fe64732e5aec2b46a6fa90cc87e34b301772e5e9a9f0765705c4,243.928617,239.347595,25.354406,59.007867,0.0,84.362273,247.29159,66.875375,6.879464,0.3411449333962388,0.1025283795538699,0.2386165538423688,0.3524676026095019,111.94053088252085,119.24339399744572,107.87574195841478,102.39616733438756,103.78184356536732,0.9147371959656876,0.9271158779324008,102.39616733438756,103.78184356536732,0.9147371959656876,0.9271158779324008,0.3985061970593017,0.4038989825466718,0,202,130,130,49.48653005464481,248.98,1.29433,0.000548,0.0054077418241867,0.0052340235266391,0.0052340235266391,0.0598173515981735,0.9995766149281868,0.9995766149281868,0.3011517583195657,0.2793750270386953,256.95,256.95,,none,2,522,7412,824,0.9414316702819956,0.3850997910457044,0.9997716894977168,OK,0.0,202.0,0.0598173515981735,3,False,False,True,False,False,True,True,1,False,False,True,False,phase2,pas_de_surplus_structurel,True,False,False,False,,,,
ES,2022,8760,8759,8759,8760,8760,0.0001141552511415,0.0001141552511415,0.0,0.0028538812785388,minus_psh_pump,observed,ES,1f9b313972dc9219f280cce5858a65c97a874b520e5057ba859b67e42188973b,236.074608,229.8533736,31.0917916,58.8177172,0.0,89.9095088,261.42073980000004,66.9526826,19.3090617,0.3439264569015652,0.1189339132916033,0.2249925436099618,0.3911602748823,167.52426875214064,170.57403846153846,165.83686291895728,151.07895653475305,160.5904117834413,0.9018332547284886,0.958609835933931,151.07895653475305,160.5904117834413,0.9018332547284886,0.958609835933931,0.5524031844748077,0.5871807490600939,0,114,329,329,94.1781693989071,281.45000000000005,2.142444,0.0053937999999999,0.0093209160537637,0.0081953864932027,0.0081953864932027,0.0944063926940639,0.9974824079415846,0.9974824079415846,0.3243027490894576,0.2912510638899894,273.494,273.494,,none,13,814,7140,793,0.9090078776115996,0.4968847220316642,0.9997716894977168,OK,0.0,114.0,0.0944063926940639,4,False,False,True,True,False,True,True,1,False,False,True,False,phase2,pas_de_surplus_structurel,True,False,False,False,,,,
ES,2023,8760,8759,8759,8760,8760,0.0001141552511415,0.0001141552511415,0.0,0.0001141552511415,minus_psh_pump,observed,ES,823d7db4f2d488e067685a05be1b823289e5c560541ca3b22227de4780e94c84,229.124044,220.782428,40.4262,61.05184,0.0,101.47804,244.850968,64.702416,13.4488946,0.4144481879279317,0.1651053305208905,0.2493428574070411,0.4596291512837244,87.11351866651445,87.7176858974359,86.77923922681326,73.07910508828432,76.31964002657413,0.8388951130311212,0.8760941033588467,73.07910508828432,76.31964002657413,0.8388951130311212,0.8760941033588467,0.4852433556322538,0.506760423275593,0,558,273,273,73.0756830601093,190.0,7.30862,0.1082995,0.0331032685264245,0.0298492591624142,0.0298492591624142,0.2135844748858447,0.9851819495335644,0.9851819495335644,0.323024782884982,0.2930261727144881,150.603,150.603,,none,174,1697,6199,690,0.8813791528713324,0.766054563817711,0.9997716894977168,OK,0.0,558.0,0.2135844748858447,5,False,True,True,True,True,True,True,2,False,False,True,False,phase2,surplus_present_mais_absorbe,True,True,False,False,,,,
ES,2024,8784,8783,8783,8784,8784,0.0001138433515482,0.0001138433515482,0.0,0.0001138433515482,minus_psh_pump,observed,ES,7b926545becc351d1798edbf5659a6389dc97c559a709dc083a0937c00375591,232.02486,223.123972,47.252452,58.9115,0.0,106.163952,242.172744,64.546884,12.3539402,0.4383810921347945,0.1951187867780859,0.2432623053567085,0.4758070190683052,63.03954912899921,60.2145038167939,64.6146408937755,42.80117347476487,55.60947301426717,0.6789574809169381,0.8821362744913085,42.80117347476487,55.60947301426717,0.6789574809169381,0.8821362744913085,0.303382290011092,0.3941697832029144,247,1690,271,271,71.06787465940056,173.81,8.639112,0.2995817,0.0387188876325668,0.035673345634635,0.035673345634635,0.2453324225865209,0.9653226280664032,0.9653226280664032,0.317822347234112,0.2892541540377089,141.08,141.08,,none,338,1817,5966,663,0.9105089377205966,0.7025818862484758,0.9997723132969034,OK,247.0,1690.0,0.2453324225865209,6,True,True,True,True,True,True,True,2,False,False,True,False,phase2,surplus_present_mais_absorbe,True,True,False,False,,,,
