dispatch_mode,objective,required_bess_power_mw,required_bess_energy_mwh,required_bess_duration_h,far_before,far_after,surplus_unabs_energy_before,surplus_unabs_energy_after,pv_capture_price_before,pv_capture_price_after,revenue_bess_price_taker,soc_min,soc_max,charge_max,discharge_max,charge_sum_mwh,discharge_sum_mwh,initial_deliverable_mwh,engine_version,compute_time_sec,cache_hit,scenario_id,country,year,bess_power_mw,duration_h,bess_energy_mwh,h_negative_before,h_negative_after,h_below_5_before,h_below_5_after,baseload_price_before,capture_ratio_pv_before,capture_ratio_pv_after
SURPLUS_FIRST,FAR_TARGET,0.0,0.0,2.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2007684000000154,True,BASE,DE,2035,0.0,2.0,0.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,0.0,0.0,4.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2007684000000154,True,BASE,DE,2035,0.0,4.0,0.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,0.0,0.0,6.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2007684000000154,True,BASE,DE,2035,0.0,6.0,0.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,0.0,0.0,8.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2007684000000154,True,BASE,DE,2035,0.0,8.0,0.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,250.0,500.0,2.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,26951.081404706616,0.0,0.0,0.0,234.5207879911715,0.0,234.5207879911715,234.5207879911715,v2.1.1,0.2007684000000154,True,BASE,DE,2035,250.0,2.0,500.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,250.0,1000.0,4.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,53837.58934807751,0.0,233.49910455548692,0.0,250.0,0.0,469.0415759823429,469.041575982343,v2.1.1,0.2007684000000154,True,BASE,DE,2035,250.0,4.0,1000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,250.0,1500.0,6.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,80723.66498810239,0.0,483.49910455548695,0.0,250.0,0.0,703.5623639735145,703.5623639735145,v2.1.1,0.2007684000000154,True,BASE,DE,2035,250.0,6.0,1500.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,250.0,2000.0,8.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,107601.8060794665,0.0,733.499104555487,0.0,250.0,0.0,938.0831519646858,938.083151964686,v2.1.1,0.2007684000000154,True,BASE,DE,2035,250.0,8.0,2000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,500.0,1000.0,2.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,53902.16280941323,0.0,0.0,0.0,469.041575982343,0.0,469.041575982343,469.041575982343,v2.1.1,0.2007684000000154,True,BASE,DE,2035,500.0,2.0,1000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,500.0,2000.0,4.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,107675.17869615502,0.0,466.9982091109739,0.0,500.0,0.0,938.0831519646858,938.083151964686,v2.1.1,0.2007684000000154,True,BASE,DE,2035,500.0,4.0,2000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,500.0,3000.0,6.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,161447.32997620478,0.0,966.998209110974,0.0,500.0,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.2007684000000154,True,BASE,DE,2035,500.0,6.0,3000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,500.0,4000.0,8.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,215203.612158933,0.0,1466.998209110974,0.0,500.0,0.0,1876.166303929372,1876.166303929372,v2.1.1,0.2007684000000154,True,BASE,DE,2035,500.0,8.0,4000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,750.0,1500.0,2.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,80853.24421411984,0.0,0.0,0.0,703.5623639735145,0.0,703.5623639735145,703.5623639735145,v2.1.1,0.2007684000000154,True,BASE,DE,2035,750.0,2.0,1500.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,750.0,3000.0,4.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,161512.76804423257,0.0,700.4973136664609,0.0,750.0,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.2007684000000154,True,BASE,DE,2035,750.0,4.0,3000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,750.0,4500.0,6.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,242170.99496430717,0.0,1450.4973136664607,0.0,750.0,0.0,2110.687091920543,2110.6870919205435,v2.1.1,0.2007684000000154,True,BASE,DE,2035,750.0,6.0,4500.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,750.0,6000.0,8.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,322805.4182383995,0.0,2200.4973136664607,0.0,750.0,0.0,2814.249455894057,2814.249455894058,v2.1.1,0.2007684000000154,True,BASE,DE,2035,750.0,8.0,6000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,1000.0,2000.0,2.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,107804.32561882646,0.0,0.0,0.0,938.083151964686,0.0,938.083151964686,938.083151964686,v2.1.1,0.2007684000000154,True,BASE,DE,2035,1000.0,2.0,2000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,1000.0,4000.0,4.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,215350.35739231005,0.0,933.9964182219478,0.0,1000.0,0.0,1876.166303929372,1876.166303929372,v2.1.1,0.2007684000000154,True,BASE,DE,2035,1000.0,4.0,4000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,1000.0,6000.0,6.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,322894.6599524096,0.0,1933.996418221948,0.0,1000.0,0.0,2814.249455894058,2814.249455894058,v2.1.1,0.2007684000000154,True,BASE,DE,2035,1000.0,6.0,6000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,1000.0,8000.0,8.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,430407.224317866,0.0,2933.996418221948,0.0,1000.0,0.0,3752.332607858744,3752.332607858744,v2.1.1,0.2007684000000154,True,BASE,DE,2035,1000.0,8.0,8000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,1500.0,3000.0,2.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,161706.48842823968,0.0,0.0,0.0,1407.124727947029,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.2007684000000154,True,BASE,DE,2035,1500.0,2.0,3000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,1500.0,6000.0,4.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,323025.5360884652,0.0,1400.9946273329217,0.0,1500.0,0.0,2814.249455894058,2814.249455894058,v2.1.1,0.2007684000000154,True,BASE,DE,2035,1500.0,4.0,6000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,1500.0,9000.0,6.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,484341.9899286143,0.0,2900.994627332921,0.0,1500.0,0.0,4221.374183841086,4221.374183841087,v2.1.1,0.2007684000000154,True,BASE,DE,2035,1500.0,6.0,9000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,1500.0,12000.0,8.0,1.0,1.0,0.0,0.0,126.82297211144484,126.82297211144484,645610.836476799,0.0,4400.9946273329215,0.0,1500.0,0.0,5628.498911788115,5628.498911788116,v2.1.1,0.2007684000000154,True,BASE,DE,2035,1500.0,8.0,12000.0,0.0,0.0,0.0,0.0,131.5431923573723,0.96411657523786,0.96411657523786
SURPLUS_FIRST,FAR_TARGET,0.0,0.0,2.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2060170000004291,True,BASE,ES,2035,0.0,2.0,0.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,0.0,0.0,4.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2060170000004291,True,BASE,ES,2035,0.0,4.0,0.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,0.0,0.0,6.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2060170000004291,True,BASE,ES,2035,0.0,6.0,0.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,0.0,0.0,8.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2.1.1,0.2060170000004291,True,BASE,ES,2035,0.0,8.0,0.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,250.0,500.0,2.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,21526.61991691145,0.0,0.0,0.0,234.5207879911715,0.0,234.5207879911715,234.5207879911715,v2.1.1,0.2060170000004291,True,BASE,ES,2035,250.0,2.0,500.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,250.0,1000.0,4.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,42937.48747059347,0.0,233.49910455548692,0.0,250.0,0.0,469.0415759823429,469.041575982343,v2.1.1,0.2060170000004291,True,BASE,ES,2035,250.0,4.0,1000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,250.0,1500.0,6.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,64207.95989615656,0.0,483.49910455548695,0.0,250.0,0.0,703.5623639735145,703.5623639735145,v2.1.1,0.2060170000004291,True,BASE,ES,2035,250.0,6.0,1500.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,250.0,2000.0,8.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,85346.4058587546,0.0,733.499104555487,0.0,250.0,0.0,938.0831519646858,938.083151964686,v2.1.1,0.2060170000004291,True,BASE,ES,2035,250.0,8.0,2000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,500.0,1000.0,2.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,43053.2398338229,0.0,0.0,0.0,469.041575982343,0.0,469.041575982343,469.041575982343,v2.1.1,0.2060170000004291,True,BASE,ES,2035,500.0,2.0,1000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,500.0,2000.0,4.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,85874.97494118694,0.0,466.9982091109739,0.0,500.0,0.0,938.0831519646858,938.083151964686,v2.1.1,0.2060170000004291,True,BASE,ES,2035,500.0,4.0,2000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,500.0,3000.0,6.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,128415.91979231311,0.0,966.998209110974,0.0,500.0,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.2060170000004291,True,BASE,ES,2035,500.0,6.0,3000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,500.0,4000.0,8.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,170692.8117175092,0.0,1466.998209110974,0.0,500.0,0.0,1876.166303929372,1876.166303929372,v2.1.1,0.2060170000004291,True,BASE,ES,2035,500.0,8.0,4000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,750.0,1500.0,2.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,64579.85975073435,0.0,0.0,0.0,703.5623639735145,0.0,703.5623639735145,703.5623639735145,v2.1.1,0.2060170000004291,True,BASE,ES,2035,750.0,2.0,1500.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,750.0,3000.0,4.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,128812.4624117804,0.0,700.4973136664609,0.0,750.0,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.2060170000004291,True,BASE,ES,2035,750.0,4.0,3000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,750.0,4500.0,6.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,192623.8796884697,0.0,1450.4973136664607,0.0,750.0,0.0,2110.687091920543,2110.6870919205435,v2.1.1,0.2060170000004291,True,BASE,ES,2035,750.0,6.0,4500.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,750.0,6000.0,8.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,256039.2175762638,0.0,2200.4973136664607,0.0,750.0,0.0,2814.249455894057,2814.249455894058,v2.1.1,0.2060170000004291,True,BASE,ES,2035,750.0,8.0,6000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,1000.0,2000.0,2.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,86106.4796676458,0.0,0.0,0.0,938.083151964686,0.0,938.083151964686,938.083151964686,v2.1.1,0.2060170000004291,True,BASE,ES,2035,1000.0,2.0,2000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,1000.0,4000.0,4.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,171749.94988237388,0.0,933.9964182219478,0.0,1000.0,0.0,1876.166303929372,1876.166303929372,v2.1.1,0.2060170000004291,True,BASE,ES,2035,1000.0,4.0,4000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,1000.0,6000.0,6.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,256831.83958462623,0.0,1933.996418221948,0.0,1000.0,0.0,2814.249455894058,2814.249455894058,v2.1.1,0.2060170000004291,True,BASE,ES,2035,1000.0,6.0,6000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,1000.0,8000.0,8.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,341385.6234350184,0.0,2933.996418221948,0.0,1000.0,0.0,3752.332607858744,3752.332607858744,v2.1.1,0.2060170000004291,True,BASE,ES,2035,1000.0,8.0,8000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,1500.0,3000.0,2.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,129159.7195014687,0.0,0.0,0.0,1407.124727947029,0.0,1407.124727947029,1407.124727947029,v2.1.1,0.2060170000004291,True,BASE,ES,2035,1500.0,2.0,3000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,1500.0,6000.0,4.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,257624.9248235608,0.0,1400.9946273329217,0.0,1500.0,0.0,2814.249455894058,2814.249455894058,v2.1.1,0.2060170000004291,True,BASE,ES,2035,1500.0,4.0,6000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,1500.0,9000.0,6.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,385247.7593769394,0.0,2900.994627332921,0.0,1500.0,0.0,4221.374183841086,4221.374183841087,v2.1.1,0.2060170000004291,True,BASE,ES,2035,1500.0,6.0,9000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
SURPLUS_FIRST,FAR_TARGET,1500.0,12000.0,8.0,1.0,1.0,0.0,0.0,92.20721069322856,92.20721069322856,512078.4351525276,0.0,4400.9946273329215,0.0,1500.0,0.0,5628.498911788115,5628.498911788116,v2.1.1,0.2060170000004291,True,BASE,ES,2035,1500.0,8.0,12000.0,0.0,0.0,0.0,0.0,99.35537746053286,0.9280545557773784,0.9280545557773784
